CURRENT_MINE_NAME,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,latitude,longitude
Circle T Ranch Pit,Granite Construction Inc,Granite Construction Company,45.635278,-121.154444
Portable Screening Plant,Howard  Houston,"Hood River Sand & Gravel Redi Mix, Inc.",45.624166,-121.1475
Marks Pit ,Bernhard H  Marks; Henry W  Marks,Frank B Marks & Son Inc,37.334167,-121.090278
Mule Shoe Mine,Charles E  Hinkle,Buffalo Gypsum Inc,36.354722,-121.020556
Bianchi Pit,Tim L  Winsor,Winsor Construction Inc,35.578611,-121.019166
Cool Cave Quarry,Teichert Inc,Teichert Aggregates,38.903333,-121.013611
Newman Minerals No.1,John C  Telischak; William  Bunce,Newman Minerals LLC,38.37,-120.997222
Munn & Perkins Pit  & Mill,Basic Resources Inc,Munn & Perkins,37.760833,-120.973333
Avery Pit,R B Pamplin Corp,Pacific Northwest Aggregates Inc,45.657222,-120.966389
Jackson Valley Quarry,Basic Resources Inc,George Reed Inc,38.306944,-120.963611
Irish Hill Portable Plant No. 1,John C  Telischak; William  Bunce,"Newman Minerals, LLC",38.383888,-120.963333
Ione Minerals,David E  Jenkins,Ione Minerals,38.334722,-120.948055
Blockhouse Butte Mine,Martin  Ruiter,"Martin's Feed, Inc.",45.851111,-120.946667
GREENHORN PIT & MILL,Hansen Brothers Enterprises,Hansen Brothers Enterprises,39.205833,-120.93
Specialty Granules (Ione)  LLC,Specialty Granules Inc,Specialty Granules (Ione) LLC,38.343611,-120.918611
Plymouth Sand & Gravel,Gordon  Vicini,Plymouth Sand & Gravel,38.449722,-120.898888
TRP-Los Banos Plant,Vulcan Materials Company,Triangle Rock Products,37.0275,-120.8925
PRINEVILLE PIT #1,Mark  Stafford,ROCK PRODUCTS MFG INC,44.322778,-120.871944
Whale Rock Quarry,Jon P Negranti,Negranti & Sons,35.452436,-120.861962
Toppenish Facility,CRH PLC,Central Pre-Mix Concrete Co,46.390278,-120.848611
Sixteen To One Mine,Michael M Miller,Original Sixteen To One Mine Inc,39.465556,-120.845556
HOGAN QUARRY,Estate of Robert Jones,Foothill Materials,38.147222,-120.826944
LINCOLN MINE PROJECT,Sutter Gold Mining Inc,Sutter Gold Mining Company,38.411389,-120.816944
Plumbago Mine,Michael M Miller,"Original Sixteen to One Mine, Inc.",39.451111,-120.812778
Santa Margarita Quarry,Heidelberg Cement AG,"Hanson Aggregates Mid-Pacific, Inc.",35.861667,-120.810278
Thomes Creek Rock Co Inc,Mary  Coulter; Joseph  Coulter,Thomes Creek Rock Company Inc,37.443787,-120.789877
Lorena Butte,Edgar  Holbrook,Bishop Red Rock Inc,45.790277,-120.781666
Bradley Plant,Taiheiyo Cement Corp,Calportland Construction,35.863055,-120.780555
Portable Crusher B,David  Grainger,Aggregates West Inc,47.751111,-120.740277
Alderbrook Quarry ,John R  Moerke,"Alderbrook Quarry, Inc.",47.751111,-120.740277
Van Buren Pit,David  Grainger,Aggregates West Inc,47.751074,-120.740139
Lime Mountain,Bonnie L  Wahl,Lime Mountain Company,35.554167,-120.683889
San Andreas Plant,Heidelberg Cement AG,Calaveras Materials Inc,38.179166,-120.6825
7/11 Materials Inc,Basic Resources Inc,7/11 Materials,37.635555,-120.64
Rocky Canyon Plant,Taiheiyo Cement Corp,Calportland Construction,35.472085,-120.611108
Ellensburg Pit,James O  Hutchinson,Ellensburg Cement Products Inc,47.024167,-120.606389
Gordon Sand Co,George E  Gordon III,Gordon Sand Co,34.960316,-120.603772
Portable Unit #1,James O  Hutchinson,Ellensburg Cement Products Inc,47.013333,-120.599166
WINTON PIT & MILL,Teichert Inc,Santa Fe Aggregates Inc,37.459722,-120.596944
Crater Sand & Gravel Inc,Donald  Savage,Crater Sand & Gravel Inc,43.804133,-120.554201
Alsea Quarries,George R  Foster; Tracy L  Foster,Alsea Quarries 1 LLC,43.804166,-120.554166
Harrington Shale Pit,Thomas L  Harrington,Harrington Rock Products,43.804166,-120.554166
Diblee Pit,Craig L  Smith,B C X Inc,43.804166,-120.554166
Mid Valley Gravel Co-Portable Crusher,Barbara  Ellis,Mid-Valley Gravel Company,43.804166,-120.554166
Table Mountain Plant & Quarry ,Basic Resources Inc,George Reed Inc,37.893611,-120.513055
River Rock Pit & Mill,Heidelberg Cement AG,Calaveras Materials Inc,37.347222,-120.507777
Carson Hill Rock Products,Mark  Sutton; Brad  Sutton,Carson Hill Rock Products,38.025555,-120.505555
Imerys Lompoc Plant,Imerys S A,"Imerys Minerals California, Inc.",34.608888,-120.464166
SIERRA ROCK PRODUCTS,James D  Hatler,Sierra Rock Products,37.9275,-120.441111
BLUE MOUNTAIN MINERALS,Portola Minerals Company,Blue Mountain Minerals,38.069444,-120.423055
Acin Ranch,Mike  Connors; Janie  Connors,Sepulveda Building Materials Lompoc Inc,34.620277,-120.393055
Pinkham Rock Pit,Scott  Parker; Del  Matthews,Wapenish Sand and Gravel,46.430556,-120.376111
Coalinga Pit,Granite Construction Inc,Granite Construction Company,36.165833,-120.358056
Ram Ridge ,Lloyd L Palm,Lloyd Palm Construction,47.476388,-120.303333
CWC Portable Crusher,CRH PLC,Central Washington Concrete,47.405277,-120.299722
GAREY ROCK PLANT,Taiheiyo Cement Corp,CALPORTLAND CONSTRUCTION,34.893611,-120.299444
Sisquoc Rock Plant,Heidelberg Cement AG,"Hanson Aggregates Mid-Pacific, Inc.",34.868055,-120.28
Avenal Asphalt & Aggregate,W Jaxon  Baker,"Papich Construction Company, Inc.",36.073611,-120.229444
Navajo Rock & Block,Albert A Lewis,Navajo Rock & Block,35.413888,-120.205
Le Grand,W Jaxon  Baker,Le Grand Asphalt,37.251111,-120.188056
Santa Maria Stone/Colson Quarry,Paul J  Antolini,G Antolini & Son LLC,34.938657,-120.185847
Solvang Plant,R G  Petersen,Buellflat Rock Co Inc,34.594444,-120.154166
Rock Island Plant,CRH PLC,Central Washington Concrete,47.372222,-120.1375
O L Luther Company Incorporated,Arnold  Luther,O L Luther Company Inc,46.323889,-120.124444
Bee Rock Quarry,Granite Construction Inc,Granite Construction Company,34.489739,-120.101184
Yosemite Slate Quarry ,David R  Butler,Mariposa Yosemite Slate Quarry,37.483611,-120.020833
Cegnar Company,Bob  Cegnar,Cegnar Company,46.397222,-119.988611
Mockingbird Mine,John  Emmett; Lucretia  Emmett,Emmett's Excavation Inc,37.553333,-119.965556
Ellwood Pit,Vic L  Batastini; Ed A  Batastini,Santa Barbara Sand & Top Soil,34.443611,-119.896666
Kenite Quarry,Imerys S A,Imerys Minerals California,47.08,-119.875833
Raymond Quarry Plant #1 (Sierra),Patrick  Alexander,Cold Spring Granite Company,37.220278,-119.872222
Mesquite,New Gold Inc,"Western Mesquite Mines, Inc.",36.838333,-119.862222
Kenite Plants 1 & 2,Imerys S A,Imerys Minerals California,47.241388,-119.837777
River Rock Plant,Vulcan Materials Company,CalMat Co,36.902778,-119.770833
H M Holloway Incorporated,Estate of Dale Knox; Equity Directions Inc,H M Holloway Inc,35.633611,-119.755
Bing Materials,Bing Construction Company,Bing Materials,38.895556,-119.749167
Mustang Facility,Kevin L  Robertson; Craig D  Holt,Sierra Nevada Construction Inc.,39.5325,-119.737222
Rockfield Plant,Cemex S A,CEMEX Construction Materials Pacific LLC,36.930833,-119.735278
SPANISH SPRINGS PIT #6,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.",39.681944,-119.721111
Rilite Aggregate ,Rilite Incorporated,Rilite Aggregate ,39.416388,-119.713611
Coyote Springs Sand & Gravel,Cemex S A,Pacific Rock Products LLC,45.844444,-119.685
ADAMS CLAIM,Art  Wilson,Art Wilson Company,39.231944,-119.684722
DONOVAN PIT,Lynda M  Donovan,R T Donovan Company Inc,39.685485,-119.684681
CEMEX - Sierra Stone Quarry,Cemex S A,CEMEX Construction Materials Pacific LLC,39.506944,-119.645833
Spring Valley Mine,Hau Sun  Ho,Geo Nevada Inc,39.24,-119.637777
DAYTON MATERIALS ,Shane N  Davis; John W  Davis,3D Concrete,39.231111,-119.585277
Portable Power Screen,Nick  Tommer,Tommer Construction Co Inc,47.338888,-119.533611
Raymond Quarry Plant #2 Academy,Patrick  Alexander,Cold Spring Granite Company,36.893611,-119.528611
Basalite Dayton,Pacific Coast Building Products Inc,"Basalite Concrete Products, LLC",39.340556,-119.526667
Lockwood Quarry,Granite Construction Inc,Granite Construction Company,39.568055,-119.5225
Tonasket Quarry,MacDonald Development Corporation,Pacific Calcium Inc,48.7975,-119.515
Cedarapids MVP450 Cone S/N49609,Loren E  Hunewill,H.E. Hunewill Construction Co. Inc.,38.761111,-119.4875
Cedarapids 3042 Jaw Crusher S/N 289-05-2,Loren E  Hunewill,H.E. Hunewill Construction Co. Inc.,38.761111,-119.4875
Sanger Plant,Vulcan Materials Company,CalMat Co,36.727778,-119.483056
Clark Mill ,EP Management Corporation,"EP Minerals, LLC",39.564167,-119.480833
GPS River Rock Products Co,Charles E  Beard,GPS River Rock Products Co,34.833333,-119.470833
Wauconda Quarry,Northwest Carbonates; Bleeck Management,Columbia River Carbonates,48.647777,-119.464444
Ventucopa Quarry,Mike  Lima,H Lima Company Inc,34.819166,-119.453333
Hiawatha Wash Plant,Pamp  Maiers,AAA Ready-Mix Inc II,47.119722,-119.449166
Rock Solid Sand & Gravel LLC,Wade  Aylett; Debora L  Aylett,Rock Solid Sand & Gravel,45.804722,-119.428333
Portable Crusher #4,Pamp  Maiers,North Central Construction Inc.,46.227777,-119.389166
JONES-SCOTT CO,Rhonda  Schroeder,Jones-Scott Company,45.908611,-119.303333
Hanford Pit,Eucon Corp,American Rock Products Inc,46.316486,-119.293057
CEMEX - Paiute Pit,Cemex S A,CEMEX Construction Materials Pacific LLC,39.691388,-119.278055
Fernley Plant,Imerys S A,Imerys Minerals California Incorporated,39.610282,-119.255148
Nevada Cement Co Cement Plant,Eagle Materials Inc,Nevada Cement Company,39.607968,-119.251835
Pasco Facility,CRH PLC,Central Pre-Mix Concrete Co.,46.271944,-119.250277
Sigma Rock,Jason  Papich; April  Papich,Papich Construction Company Inc,36.553611,-119.246667
Portable Crusher #1,Pamp  Maiers,North Central Construction ,47.131666,-119.211111
Portable Crusher #2,Pamp  Maiers,North Central Construction ,47.131666,-119.211111
San Emidio Plant,Vulcan Materials Company,CalMat Co,35.042777,-119.179444
Rocks Road Pit,Jim  Chico,Desert Engineering,38.939444,-119.1325
Pumpkin Hollow East Underground,Nevada Copper Corporation,Nevada Copper Inc,38.939444,-119.116389
Kaweah River Rock ,Teichert Inc,Santa Fe Aggregates Inc,36.396944,-119.060833
Santa Paula Materials,Mile  Grbic,Santa Paula Materials,34.363611,-119.053056
Reesco Portable,Bart  Hiatt,A & K Earth Movers Inc,39.538611,-119.045833
Edison Sand Pit,Irene  Bernal,Edison Sand Company,35.373333,-119.018611
LEMONCOVE GRANITE,Thomas M  Cairns,Lemoncove Granite ,36.381944,-119.008333
Frazier Park,Trinity Industries Inc,"LWFP, LLC",34.816389,-119.006389
Buckhorn Mine,Kinross Gold Corp,Crown Resources-Kettle River Operations,48.943889,-118.974722
Fernley Operations,EP Management Corporation,"EP Minerals, LLC",39.829444,-118.971388
Deer Creek Quarry,W Jaxon  Baker,Deer Creek Rock Company Inc.,36.007222,-118.952778
Decomposed Granite Pit (LG),Mitchell  Brown,Porterville Rock and Recycle Inc,36.10927,-118.935193
Tule River/Success Dam,Mitchell  Brown,Porterville Rock and Recycle Inc,36.050105,-118.932901
Wauconda Quarry,Roger L  Sawyer,Sawyer & Sawyer Inc,48.763611,-118.921388
Grimes Rock Inc,Russell  Cochran,Grimes Rock Inc,34.334722,-118.909444
Edmonston Rock Plant ,Tom  Foss,Griffith Company,34.939166,-118.903055
Wayne J. Sand & Gravel Inc.,Brett A  Jones,Wayne J. Sand & Gravel Inc.,34.326666,-118.886111
Moorpark Quarry,Cemex S A,CEMEX Construction Materials LP,34.335277,-118.879166
Denton-Rawhide Mine,Rawhide Acquisition Holding LLC,Rawhide Mining LLC,39.258056,-118.786389
Top Gun Pit,Thurman  Hiskett; Trula  Hiskett,Hiskett & Sons LLC,39.473889,-118.777222
Portable Plant #1,Churchill County-NV,Churchill County Road Department,39.479166,-118.773055
Borealis Mine,Gryphon Gold Corporation; Waterton Global Value L P,"Borealis Mining Company, LLC",38.388056,-118.77
Lebec Cement Plant ,Vicat S A,National Cement Company Of California Inc,34.820833,-118.748889
Arvin Pit,Granite Construction Inc,Granite Construction Company,35.209444,-118.744444
Ashdown Mine,Win-Eldrich Mines Ltd; Golden Phoenix Minerals Inc,Ashdown Project LLC,41.858611,-118.727778
Canyon Rock Plant,Celine L  Gillibrand,"Gillibrand Industrial Sands, Inc.",34.3325,-118.716944
Tapo Rock & Sand,William C  Brooks,Tapo Rock & Sand,34.327532,-118.707429
Salt Flat,John R  Huckaby,Huck Salt Company,39.473611,-118.684167
Kettle River Mill Site,Kinross Gold Corp,Kinross Gold Corp Kettle River Operations,48.666666,-118.616944
Portable #1,Guy  Copenhaver; Matt  Copenhaver,Copenhaver Construction Inc,47.758333,-118.496388
Colado Mine,EP Management Corporation,"EP Minerals, LLC",40.179444,-118.473611
Rochester Mine,"Coeur Mining, Inc.","Coeur Rochester, Inc.",40.179444,-118.473611
Angelle Aggregates LLC,Angelle Concrete Group LLC,"Angelle Aggregates, LLC",34.05,-118.4675
Tehachapi Plant,Heidelberg Cement AG,Lehigh Southwest Cement,35.125278,-118.397778
Rasmussen Soledad Rock Quarry,Taylor  Rasmussen,Rasmussen R&R Inc.,34.435277,-118.389722
Sun Valley Plant,Vulcan Materials Company,CalMat Co,34.228611,-118.379444
Colado Plant,EP Management Corporation,"EP Minerals, LLC",40.240833,-118.359722
PEBBLY BEACH QUARRY,MDU Resources Group Inc,Connolly-Pacific Company,33.339782,-118.314233
Mojave Plant & Quarry,Taiheiyo Cement Corp,Calportland,35.038333,-118.294722
Fencemaker,First Liberty Power Corp,Stockpile Reserves LLC,40.399167,-118.28
Gypsum Mountain,Paul R  Gianoli,Silver State Minerals LLC,40.104167,-118.221667
Grefco Mine & Mill ,Dicalite Management Group,Grefco Minerals Inc,37.995556,-118.212222
Florida Canyon Mine,Jipangu International,Florida Canyon Mining Inc,40.768056,-118.159167
Acton Clay Quarries,North Star Minerals Incorporated,North Star Minerals Inc,34.460277,-118.157777
Canebrake Pit,Donna  Ladd; Leroy  Ladd,Ladd Ready Mix LLC,35.733888,-118.1275
Hycroft Mine,Allied Nevada Gold Corp,Hycroft Resources & Development Inc,40.953889,-118.126389
Kelly Hill Quarry,James F  Bennett,White Stone Calcium Inc,48.788611,-118.068611
Owens Lake Mine,Rio Tinto Group,U S Borax Inc ,36.610556,-118.065556
"R. D. MAC, Inc.",Jerome J  Collman,"R. D. MAC, Inc.",45.305556,-118.044167
Littlerock Quarry,Robar Enterprises Inc,Hi-Grade Materials Co,34.542777,-118.018888
Hollister Mine,Waterton Global Mining Co LLC,"Waterton Global Mining Company, LLC",41.051667,-118.018611
Hwy 95 Pit,Norman D  Sweeney,Norman D Sweeney Construction,41.066389,-118.018611
Palmdale Plant,Vulcan Materials Company,CalMat Co,34.510278,-118.013056
Holliday Rock-Little Rock Plant ,Penny J  Holliday,Holliday Rock Company Inc,34.510277,-118.013055
PECK ROAD GRAVEL PIT,Steve  Bubalo,S L S & N Inc,34.111111,-118.003611
Littlerock Plant,Penny J  Holliday,Holliday Rock Company Inc,34.54281,-118.002329
Palmdale ,Robertson's Ready Mix Inc; Mitsubishi Corp,Robertson's,34.576111,-117.995833
Columbus Project,Ireland Inc,Columbus SM LLC,38.119167,-117.993611
Durbin Plant,Vulcan Materials Company,CalMat Co,34.091944,-117.988055
IRWINDALE PLANT,Colas S A,United Rock Products Corp,34.118333,-117.980555
Mojave Pit,Penny J  Holliday,Holliday Rock Company Inc,34.963056,-117.977778
Irwindale Rock Plant,Heidelberg Cement AG,Hanson Aggregates Pacific Southwest Inc,34.111111,-117.973611
Littlerock,Granite Construction Inc,Granite Construction Company,34.516944,-117.96
SUNRISE GOLD PLACER MINE,Donald E  Siecke,Sunrise Minerals,40.731944,-117.949722
North Powder Quarry Crusher #1,Dan E  Hooker,Harney Rock & Paving Company,44.911666,-117.938888
Dolomite Mine,Federal White Cement Ltd,F W Aggregate Inc,36.5575,-117.9375
Reliance Plant,Vulcan Materials Company,CalMat Co,34.133611,-117.931667
Azusa Quarry ,Cemex S A,"Cemex Construction Materials Pacific, LLC",34.115278,-117.930556
Global Pumice Mine - Olancha,Garrett  Petelski; Thomas  Hrubik,"Global Pumice, LLC",36.223333,-117.927222
Azusa Rock,Vulcan Materials Company,CalMat Co,34.156111,-117.924722
Red Hill,Cemex S A,Cemex Construction Materials LP,35.935556,-117.9075
Sprague Quarry,Eucon Corp,Mainline Rock & Ballast Inc,47.332778,-117.891389
Big Rock Creek,Vulcan Materials Company,CalMat Co,34.509444,-117.853333
Portable Crusher,Thomas J  Konen,Konen Rock Crushing Inc,46.232777,-117.851666
Maricopa Plant,Nestle S A,Nestle Purina PetCare Company,33.733611,-117.798611
Hallwood Plant,Teichert Inc,Teichert Aggregates,33.738888,-117.766666
MIN-AD Inc,Secret Pass Gold Inc,MIN-AD Inc,40.971111,-117.758056
Gehrke Pit,Dale B  Borgford,Allied Minerals Inc,48.131111,-117.744167
Lane Mtn Silica Quarry & Mill,Hemphill Brothers Inc,Lane Mt. Silica Co.,48.131111,-117.744167
CEMEX - HWY 95,Cemex S A,CEMEX Construction Materials South LLC,40.972777,-117.735833
Kolberg 1822PH Washplant S/N406286,Loren E  Hunewill,H E Hunewill Construction Co Inc,40.900833,-117.733889
Sexton Mine ,David  Sexton,Nutritional Additives,40.851389,-117.7275
Mineral Ridge Mine,Pete  Hawley; Chris  Zerga,"Mineral Ridge Gold, LLC",37.793333,-117.719444
Chewelah Plant,James F  Bennett,Whitestone Calcium Inc,48.252778,-117.715278
Boron Operations,Rio Tinto Group,U S Borax Inc,35.022222,-117.703333
Upland Pit and Mill,Penny J  Holliday,Holliday Rock Company Inc,34.106868,-117.69493
Alum Pit,Jerry  Tyler; Paul H  Sturgeon,"Heart of Nature, LLC",37.768055,-117.649444
Premier Magnesia LLC,John  Gehret,Premier Magnesia LLC,38.885833,-117.643611
Campus Plant ,Penny J  Holliday,Holliday Rock Company Inc,34.136667,-117.636389
Taft Production Company & Mines,Oil Dri Corporation Of America,Taft Production Company,34.136667,-117.636389
Hi Desert Rustic Stone,John D  Chesney; Tommy J  Jaworsky,Sydney Peak Stone Inc,35.33,-117.636389
Sydney Peak Stone,John D  Chesney; Tommy J  Jaworsky,"Sydney Peak Stone, Inc.",35.37,-117.63
Airway Sand & Gravel,Eucon Corp,Spokane Rock Products Inc,47.635556,-117.603889
Orange County Operation,Celine L  Gillibrand,Lapeyre Industrial Sands Inc,33.513888,-117.580555
Ranch Rock Capo,Nicholas J  Tonkinson,Ranch Rock Corporation,33.884722,-117.567778
Day Creek Spreading Grounds,Jeff  Carpenter,Jeff Carpenter Inc,34.108056,-117.536389
All American Aggregates,Mark  Luer,All American Aggregates,33.868333,-117.524722
Corona Plant,Vulcan Materials Company,CalMat Co,33.86,-117.521666
3M Corona Plant,Minnesota Mining & Manufacturing Company,Minnesota Mining & Manufacturing Company,33.848333,-117.511944
3M,Frank  Smith,FST Sand & Gravel Inc,33.848333,-117.511944
#1 PORTABLE,Antonio  Paredes,Rock Structures Construction,33.848333,-117.511944
Eagle Valley Quarry,Heidelberg Cement AG,Hanson Aggregates Pacific Southwest Inc,33.845,-117.510555
Eagle Valley,Christopher B  Smith,Pacific States Transportation,33.826944,-117.494722
Moon Rock Company,Steven L  Woodard,Moon Rock Company,47.581667,-117.494722
Chandler Aggregates-Sierra Plant,Jim  Broyles,Chandler Aggregates Inc,33.7575,-117.483055
MAITRI CANYON PLANT,Jim  Broyles,Foster Sand & Gravel,33.745833,-117.477777
Mayhew Plant,John  Robertson; Patrick  Broyles,Mayhew Aggregates & Mine Reclamation,33.758333,-117.476944
#2 Portable,Antonio  Paredes,Rock Structures Construction Co,33.828888,-117.465
Durkee Cement Plant,Ash Grove Cement Company,Ash Grove Cement Co,44.5437,-117.421
Rialto,Robertson's Ready Mix Inc; Mitsubishi Corp,Robertson's ,34.150556,-117.418333
Panamint Valley Limestone Quarry,Constellation Operating Services Inc; Arclight,Ace Cogeneration Company,36.161111,-117.400833
Lytle Creek Pit,Cemex S A,CEMEX Construction Materials LP,34.156389,-117.399722
Riverside Operation,Pioneer Natural Resources USA Incorporated,Premier Silica LLC,34.016944,-117.396111
Pacific Clay Pits,David H  Murdock,Pacific Clay Products Inc,33.726389,-117.393056
Crestmore Quarry,Martin Marietta Materials Inc; TXI Industries Inc,Riverside Cement Co,34.033889,-117.390278
Pacific Aggregates Pits,David H  Murdock,Pacific Aggregates Inc,33.702222,-117.389722
California Silica Products,Randall  Humphreys; Robert  Humphreys,Western States Wholesale,34.558333,-117.383888
CR Briggs,Atna Resources Ltd.,CR Briggs,35.762777,-117.371666
